ROLE_PERM_ID,OBJ_ID,ROLE_ID,PERM_ID,ACTV_IND
OLE10000,OLE10000,OLE10000,OLE10004,Y
OLE10005,OLE10005,OLE10004,OLE10005,Y
OLE10006,OLE10006,OLE10004,OLE10006,Y
OLE10007,OLE10007,OLE10004,OLE10009,Y
OLE10008,OLE10008,OLE10004,OLE10011,Y
OLE10009,OLE10009,OLE10004,OLE10012,Y
OLE10010,OLE10010,OLE10004,OLE10014,Y
OLE10011,OLE10011,OLE10004,OLE10017,Y
OLE10013,OLE10013,OLE10005,OLE10005,Y
OLE10014,OLE10014,OLE10005,OLE10006,Y
OLE10015,OLE10015,OLE10005,OLE10009,Y
OLE10016,OLE10016,OLE10005,OLE10017,Y
OLE10018,OLE10018,OLE10006,OLE10005,Y
OLE10019,OLE10019,OLE10006,OLE10006,Y
OLE10020,OLE10020,OLE10006,OLE10009,Y
OLE10021,OLE10021,OLE10006,OLE10015,Y
OLE10022,OLE10022,OLE10006,OLE10017,Y
OLE10024,OLE10024,OLE10012,OLE10005,Y
OLE10025,OLE10025,OLE10012,OLE10006,Y
OLE10026,OLE10026,OLE10012,OLE10009,Y
OLE10027,OLE10027,OLE10012,OLE10014,Y
OLE10028,OLE10028,OLE10012,OLE10017,Y
OLE10031,OLE10031,OLE10014,OLE10015,Y
OLE10032,OLE10032,OLE10014,OLE10017,Y
OLE10037,OLE10037,OLE10016,OLE10014,Y
OLE10038,OLE10038,OLE10016,OLE10011,Y
OLE10039,OLE10039,OLE10016,OLE10012,Y
OLE10040,OLE10040,OLE10016,OLE10017,Y
OLE10041,OLE10041,OLE10005,OLE10023,Y
OLE10042,OLE10042,OLE10005,OLE10032,Y
OLE10043,OLE10043,OLE10012,OLE10021,Y
OLE10044,OLE10044,OLE10014,OLE10021,Y
OLE10046,OLE10046,OLE10017,OLE10017,Y
OLE10047,OLE10047,OLE10017,OLE10021,Y
OLE10048,OLE10048,OLE10017,OLE10015,Y
OLE10050,OLE10050,OLE10001,OLE10027,Y
OLE10051,OLE10051,OLE10001,OLE10022,Y
OLE10052,OLE10052,OLE10001,OLE10031,Y
OLE10053,OLE10053,OLE10001,OLE10018,Y
OLE10054,OLE10054,OLE10003,OLE10022,Y
OLE10055,OLE10055,OLE10003,OLE10032,Y
OLE10056,OLE10056,OLE10004,OLE10032,Y
OLE10057,OLE10057,OLE10004,OLE10023,Y
OLE10058,OLE10058,OLE10005,OLE10030,Y
OLE10059,OLE10059,OLE10005,OLE10008,Y
OLE10060,OLE10060,OLE10006,OLE10011,Y
OLE10061,OLE10061,OLE10006,OLE10012,Y
OLE10062,OLE10062,OLE10006,OLE10014,Y
OLE10063,OLE10063,OLE10006,OLE10026,Y
OLE10064,OLE10064,OLE10018,OLE10024,Y
OLE10065,OLE10065,OLE10000,OLE10035,Y
OLE10078,OLE10078,OLE10000,OLE10036,Y
OLE10096,OLE10096,OLE10000,OLE10041,Y
OLE10097,OLE10097,OLE10004,OLE94,Y
OLE10100,OLE10100,OLE10017,OLE10042,Y
OLE10101,OLE10101,OLE10014,OLE10042,Y
OLE10102,OLE10102,OLE10006,OLE10042,Y
OLE10103,OLE10103,OLE10012,OLE10043,Y
OLE10104,OLE10104,OLE10016,OLE10043,Y
OLE10105,OLE10105,OLE10004,OLE10043,Y
OLE10106,OLE10106,OLE54,OLE10042,Y
OLE10107,OLE10107,OLE54,OLE10017,Y
OLE10108,OLE10108,OLE10005,OLE10043,Y
OLE10152,OLE10152,OLE26,OLE10011,Y
OLE10153,OLE10153,OLE26,OLE10012,Y
OLE10154,OLE10154,OLE26,OLE10014,Y
OLESEC10109,OLESEC10109,OLE10000,OLESEC6001,Y
OLESEC10110,OLESEC10110,OLE10000,OLESEC6002,Y
OLESEC10111,OLESEC10111,OLE10000,OLESEC6003,Y
OLESEC10112,OLESEC10112,OLE10001,OLESEC6001,Y
OLESEC10113,OLESEC10113,OLE10001,OLESEC6002,Y
OLESEC10114,OLESEC10114,OLE10001,OLESEC6003,Y
OLESEC10115,OLESEC10115,OLE10002,OLESEC6001,Y
OLESEC10116,OLESEC10116,OLE10002,OLESEC6002,Y
OLESEC10117,OLESEC10117,OLE10002,OLESEC6003,Y
OLESEC10118,OLESEC10118,OLE10003,OLESEC6001,Y
OLESEC10119,OLESEC10119,OLE10003,OLESEC6002,Y
OLESEC10120,OLESEC10120,OLE10003,OLESEC6003,Y
OLESEC10121,OLESEC10121,OLE10004,OLESEC6001,Y
OLESEC10122,OLESEC10122,OLE10004,OLESEC6002,Y
OLESEC10123,OLESEC10123,OLE10004,OLESEC6003,Y
OLESEC10124,OLESEC10124,OLE10005,OLESEC6001,Y
OLESEC10125,OLESEC10125,OLE10005,OLESEC6002,Y
OLESEC10126,OLESEC10126,OLE10005,OLESEC6003,Y
OLESEC10127,OLESEC10127,OLE10006,OLESEC6001,Y
OLESEC10128,OLESEC10128,OLE10006,OLESEC6002,Y
OLESEC10129,OLESEC10129,OLE10006,OLESEC6003,Y
OLESEC10130,OLESEC10130,OLE10012,OLESEC6001,Y
OLESEC10131,OLESEC10131,OLE10012,OLESEC6002,Y
OLESEC10132,OLESEC10132,OLE10012,OLESEC6003,Y
OLESEC10133,OLESEC10133,OLE10013,OLESEC6001,Y
OLESEC10134,OLESEC10134,OLE10013,OLESEC6002,Y
OLESEC10135,OLESEC10135,OLE10013,OLESEC6003,Y
OLESEC10136,OLESEC10136,OLE10014,OLESEC6001,Y
OLESEC10137,OLESEC10137,OLE10014,OLESEC6002,Y
OLESEC10138,OLESEC10138,OLE10014,OLESEC6003,Y
OLESEC10139,OLESEC10139,OLE10016,OLESEC6001,Y
OLESEC10140,OLESEC10140,OLE10016,OLESEC6002,Y
OLESEC10141,OLESEC10141,OLE10016,OLESEC6003,Y
OLESEC10142,OLESEC10142,OLE10017,OLESEC6001,Y
OLESEC10143,OLESEC10143,OLE10017,OLESEC6002,Y
OLESEC10144,OLESEC10144,OLE10017,OLESEC6003,Y
OLESEC10145,OLESEC10145,OLE10018,OLESEC6001,Y
OLESEC10146,OLESEC10146,OLE10018,OLESEC6002,Y
OLESEC10147,OLESEC10147,OLE10018,OLESEC6003,Y
OLESEC10148,OLESEC10148,OLE44,OLESEC6001,Y
OLESEC10149,OLESEC10149,OLE44,OLESEC6002,Y
OLESEC10150,OLESEC10150,OLE44,OLESEC6003,Y
OLESEC10151,OLESEC10151,59,OLESEC6004,N
OLE10155,OLE10155,OLE62,168,Y
OLE10156,OLE10156,OLE10019,OLE10044,Y
OLE10157,OLE10157,OLE10019,OLE10045,Y
OLE10158,OLE10158,OLE10020,OLE10044,Y
OLE10159,OLE10159,OLE10020,OLE10045,Y
OLE10160,OLE10160,OLE10019,OLE10047,Y
OLE10161,OLE10161,OLE10020,OLE10047,Y
OLE10162,OLE10162,OLE10019,OLE10046,Y
OLE10163,OLE10163,OLE10016,OLE10044,Y
OLE10164,OLE10164,OLE10016,OLE10045,Y
OLE10165,OLE10165,OLE10016,OLE10047,Y
OLE10166,OLE10166,OLE10016,OLE10046,Y
OLE10167,OLE10167,OLE10016,OLE97,Y
OLE10168,OLE10168,OLE10016,OLE10050,Y
OLE10169,OLE10169,OLE10016,OLE10051,Y
OLE10170,OLE10170,OLE10016,OLE10052,Y
OLE10171,OLE10171,OLE10019,OLE97,Y
OLE10172,OLE10172,OLE10019,OLE10050,Y
OLE10173,OLE10173,OLE10019,OLE10051,Y
OLE10174,OLE10174,OLE10019,OLE10052,Y
OLE10175,OLE10175,OLE10021,OLE10053,Y
OLE10176,OLE10176,OLE10021,OLE10054,Y
OLE10177,OLE10177,OLE10020,OLE97,Y
OLE10178,OLE10178,OLE10020,OLE10050,Y
OLE10179,OLE10179,OLE10020,OLE10051,Y
OLE10180,OLE10180,OLE10020,OLE10052,Y
OLE10181,OLE10181,OLE10020,OLE10053,Y
OLE10182,OLE10182,OLE10020,OLE10054,Y
OLE10183,OLE10183,OLE10016,OLE10055,Y
OLE10184,OLE10184,OLE10019,OLE10055,Y
OLE10185,OLE10185,OLE10019,OLE10011,Y
OLE10186,OLE10186,OLE10019,OLE10014,Y
OLE10187,OLE10187,OLE10020,OLE10011,Y
OLE10188,OLE10188,OLE10020,OLE10014,Y
OLE10189,OLE10189,OLE10019,OLE10048,Y
OLE10190,OLE10190,OLE10021,OLE10056,Y
OLE10191,OLE10191,OLE10019,OLE10057,Y
OLE10192,OLE10192,OLE10016,OLE10057,Y
OLE10193,OLE10193,OLE10020,OLE10057,Y
OLE10200,OLE10200,OLE10004,OLE10060,Y
OLE10201,OLE10201,OLE10004,OLE10061,Y
OLE10202,OLE10202,OLE10004,OLE10062,Y
OLE10203,OLE10203,OLE10006,OLE10060,Y
OLE10204,OLE10204,OLE10006,OLE10061,Y
OLE10205,OLE10205,OLE10006,OLE10062,Y
OLE10207,OLE10207,OLE10006,OLE10061,Y
OLE10208,OLE10208,OLE10006,OLE10062,Y
OLE10209,OLE10209,OLE10012,OLE10060,Y
OLE10210,OLE10210,OLE10012,OLE10061,Y
OLE10211,OLE10211,OLE10012,OLE10062,Y
OLE10212,OLE10212,OLE10002,OLE10063,Y
OLE10213,OLE10213,OLE10004,OLE10064,Y
OLE10214,OLE10214,OLE10012,OLE10065,Y
OLE10215,OLE10215,OLE10012,OLE10066,Y
OLE10216,OLE10216,OLE10012,OLE10067,Y
OLE10217,OLE10217,OLE10006,OLE10066,Y
OLE10218,OLE10218,OLE10006,OLE10068,Y
OLE10219,OLE10219,OLE10006,OLE10069,Y
OLE10220,OLE10220,OLE10006,OLE10070,Y
OLE10221,OLE10221,OLE10012,OLE10068,Y
OLE10222,OLE10222,OLE10012,OLE10069,Y
OLE10223,OLE10223,OLE10012,OLE10070,Y
OLE10224,OLE10224,OLE10012,OLE94,Y
OLE10225,OLE10225,OLE10006,OLE94,Y
OLE10226,OLE10226,OLE10022,OLE10071,Y
OLE10227,OLE10227,OLE10023,OLE10071,Y
OLE10228,OLE10228,OLE10024,OLE10071,Y
OLE10229,OLE10229,OLE10012,OLE10042,Y
OLE10230,OLE10230,OLE10012,OLE10015,Y
OLE10231,OLE10231,OLE10006,OLE10066,Y
OLE10232,OLE10232,OLE10006,OLE10100,Y
OLE10233,OLE10233,OLE10003,OLE10100,Y
OLE10234,OLE10234,OLE10012,OLE10100,Y
OLE10235,OLE10235,OLE10003,OLE10108,Y
OLE10236,OLE10236,OLE10003,OLE10109,Y
OLE10237,OLE10237,OLE10012,OLE10108,Y
OLE10238,OLE10238,OLE10012,OLE10109,Y
OLE10239,OLE10239,OLE10005,OLE10108,Y
OLE10240,OLE10240,OLE10005,OLE10109,Y
OLE10241,OLE10241,OLE10006,OLE10108,Y
OLE10242,OLE10242,OLE10006,OLE10109,Y
OLE10243,OLE10243,OLE10004,OLE10108,Y
OLE10244,OLE10244,OLE62,OLE10060,Y
OLE10245,OLE10245,OLE62,OLE10061,Y
OLE10246,OLE10246,OLE62,OLE10062,Y
OLE10247,OLE10247,OLE62,OLE10071,Y
OLE10248,OLE10248,OLE10024,OLE10110,Y
OLE10249,OLE10249,OLE10024,OLE10111,Y
OLE10250,OLE10250,OLE10023,OLE10110,Y
OLE10251,OLE10251,OLE10023,OLE10111,Y
OLE10252,OLE10252,OLE10022,OLE10110,Y
OLE10253,OLE10253,OLE10022,OLE10111,Y
OLE10259,OLE10259,OLE41,OLE10060,Y
OLE10260,OLE10260,OLE41,OLE10061,Y
OLE10261,OLE10261,OLE41,OLE10062,Y
OLE10262,OLE10262,OLE41,OLE10110,Y
OLE10263,OLE10263,OLE41,OLE10111,Y
OLE10264,OLE10264,OLE41,OLE10071,Y
OLE10265,OLE10265,OLE54,OLE10100,Y
OLE10266,OLE10266,OLE54,OLE10111,Y
OLE10267,OLE10267,OLE54,OLE10071,Y
OLE10268,OLE10268,OLE54,OLE10060,Y
OLE10269,OLE10269,OLE54,OLE10061,Y
OLE10270,OLE10270,OLE54,OLE10062,Y
OLE10271,OLE10271,OLE62,OLE10110,Y
OLE10272,OLE10272,OLE62,OLE10111,Y
OLE10273,OLE10273,OLE10022,OLE10005,Y
OLE10274,OLE10274,OLE10022,OLE10006,Y
OLE10275,OLE10275,OLE10022,OLE10009,Y
OLE10276,OLE10276,OLE10022,OLE10011,Y
OLE10277,OLE10277,OLE10022,OLE10012,Y
OLE10278,OLE10278,OLE10022,OLE10014,Y
OLE10279,OLE10279,OLE10022,OLE10017,Y
OLE10280,OLE10280,OLE10022,OLE10032,Y
OLE10281,OLE10281,OLE10022,OLE10023,Y
OLE10282,OLE10282,OLE10022,OLE94,Y
OLE10283,OLE10283,OLE10022,OLE10043,Y
OLE10284,OLE10284,OLE10022,OLE10071,Y
OLE10285,OLE10285,OLE10022,OLE10110,Y
OLE10286,OLE10286,OLE10022,OLE10111,Y
OLE10287,OLE10287,OLE10022,OLE10064,Y
OLE10288,OLE10288,OLE10022,OLE10108,Y
OLE10289,OLE10289,OLE10023,OLE10005,Y
OLE10290,OLE10290,OLE10023,OLE10006,Y
OLE10291,OLE10291,OLE10023,OLE10009,Y
OLE10292,OLE10292,OLE10023,OLE10015,Y
OLE10293,OLE10293,OLE10023,OLE10017,Y
OLE10294,OLE10294,OLE10023,OLE10011,Y
OLE10295,OLE10295,OLE10023,OLE10012,Y
OLE10296,OLE10296,OLE10023,OLE10014,Y
OLE10297,OLE10297,OLE10023,OLE10026,Y
OLE10298,OLE10298,OLE10023,OLE10042,Y
OLE10299,OLE10299,OLE10023,OLE10071,Y
OLE10300,OLE10300,OLE10023,OLE10110,Y
OLE10301,OLE10301,OLE10023,OLE10111,Y
OLE10302,OLE10302,OLE10023,OLE10061,Y
OLE10303,OLE10303,OLE10023,OLE10062,Y
OLE10304,OLE10304,OLE10023,OLE10066,Y
OLE10305,OLE10305,OLE10023,OLE10068,Y
OLE10306,OLE10306,OLE10023,OLE10069,Y
OLE10307,OLE10307,OLE10023,OLE10070,Y
OLE10308,OLE10308,OLE10023,OLE94,Y
OLE10309,OLE10309,OLE10023,OLE10066,Y
OLE10310,OLE10310,OLE10023,OLE10100,Y
OLE10311,OLE10311,OLE10023,OLE10108,Y
OLE10312,OLE10312,OLE10023,OLE10109,Y
OLE10313,OLE10313,OLE10024,OLE10005,Y
OLE10314,OLE10314,OLE10024,OLE10006,Y
OLE10315,OLE10315,OLE10024,OLE10009,Y
OLE10316,OLE10316,OLE10024,OLE10014,Y
OLE10317,OLE10317,OLE10024,OLE10017,Y
OLE10318,OLE10318,OLE10024,OLE10021,Y
OLE10319,OLE10319,OLE10024,OLE10043,Y
OLE10323,OLE10323,OLE10024,OLE10065,Y
OLE10324,OLE10324,OLE10024,OLE10066,Y
OLE10325,OLE10325,OLE10024,OLE10067,Y
OLE10326,OLE10326,OLE10024,OLE10068,Y
OLE10327,OLE10327,OLE10024,OLE10069,Y
OLE10328,OLE10328,OLE10024,OLE10070,Y
OLE10329,OLE10329,OLE10024,OLE94,Y
OLE10330,OLE10330,OLE10024,OLE10042,Y
OLE10331,OLE10331,OLE10024,OLE10015,Y
OLE10332,OLE10332,OLE10024,OLE10100,Y
OLE10333,OLE10333,OLE10024,OLE10108,Y
OLE10334,OLE10334,OLE10024,OLE10109,Y
OLE10335,OLE10335,OLE10004,OLE10115,Y
OLE10336,OLE10336,OLE10005,OLE10115,Y
OLE10337,OLE10337,OLE10006,OLE10115,Y
OLE10338,OLE10338,OLE10012,OLE10115,Y
OLE10339,OLE10339,OLE10012,OLE98,Y
OLE10340,OLE10340,OLE10016,OLE98,Y
OLE10341,OLE10341,OLE10019,OLE98,Y
OLE10342,OLE10342,OLE10012,OLE103,Y
OLE10343,OLE10343,OLE10016,OLE103,Y
OLE10344,OLE10344,OLE10019,OLE103,Y
OLE10345,OLE10345,OLE10012,OLE10118,Y
OLE10346,OLE10346,OLE10016,OLE10118,Y
OLE10347,OLE10347,OLE10019,OLE10118,Y
OLE10348,OLE10348,OLE10012,OLE10119,Y
OLE10349,OLE10349,OLE10016,OLE10119,Y
OLE10350,OLE10350,OLE10019,OLE10119,Y
OLE10351,OLE10351,OLE10012,OLE10008,Y
OLE10352,OLE10352,OLE10004,OLE10009,Y
OLE10353,OLE10353,OLE10004,OLE10120,Y
OLE10354,OLE10354,OLE10005,OLE10120,Y
OLE10355,OLE10355,OLE10012,OLE10056,Y
OLE10356,OLE10356,OLE10024,OLE10056,Y
OLE10357,OLE10357,OLE10020,OLE10015,Y
OLE10358,OLE10358,OLE10020,OLE10017,Y
OLE10359,OLE10359,OLE10020,OLE10042,Y
OLE10360,OLE10360,OLE10020,OLE10043,Y
OLE10362,OLE10362,OLE10012,OLE10121,Y
OLE10363,OLE10363,OLE10012,OLE10122,Y
OLE10364,OLE10364,63,OLE92,Y
OLE10365,OLE10365,63,OLE100,Y
OLE10366,OLE10366,OLE10016,OLE325,Y
OLE10367,OLE10367,OLE10016,OLE326,Y
OLE10368,OLE10368,OLE10016,OLE356,Y
OLE10369,OLE10369,OLE10016,OLE293,Y
OLE10370,OLE10370,OLE10016,OLE294,Y
OLE10371,OLE10371,OLE10016,OLE367,Y
OLE10372,OLE10372,OLE10016,OLE368,Y
OLE10373,OLE10373,OLE10019,OLE325,Y
OLE10374,OLE10374,OLE10019,OLE326,Y
OLE10375,OLE10375,OLE10019,OLE356,Y
OLE10376,OLE10376,OLE10019,OLE293,Y
OLE10377,OLE10377,OLE10019,OLE294,Y
OLE10378,OLE10378,OLE10019,OLE367,Y
OLE10379,OLE10379,OLE10019,OLE368,Y
OLE10380,OLE10380,OLE10020,OLE325,Y
OLE10381,OLE10381,OLE10020,OLE326,Y
OLE10382,OLE10382,OLE10020,OLE356,Y
OLE10383,OLE10383,OLE10020,OLE293,Y
OLE10384,OLE10384,OLE10020,OLE294,Y
OLE10385,OLE10385,OLE10020,OLE367,Y
OLE10386,OLE10386,OLE10020,OLE368,Y
OLE10387,OLE10387,OLE10027,OLE98,Y
OLE10388,OLE10388,OLE10027,OLE103,Y
OLE10391,OLE10391,OLE10028,OLE98,Y
OLE10392,OLE10392,OLE10028,OLE103,Y
OLE10395,OLE10395,OLE10029,OLE98,Y
OLE10396,OLE10396,OLE10029,OLE103,Y
OLE10399,OLE10399,OLE10030,OLE98,Y
OLESEC10152,OLESEC10152,OLE10022,OLESEC6001,Y
OLESEC10153,OLESEC10153,OLE10022,OLESEC6002,Y
OLESEC10154,OLESEC10154,OLE10022,OLESEC6003,Y
OLESEC10155,OLESEC10155,OLE10023,OLESEC6001,Y
OLESEC10156,OLESEC10156,OLE10023,OLESEC6002,Y
OLESEC10157,OLESEC10157,OLE10023,OLESEC6003,Y
OLESEC10158,OLESEC10158,OLE10024,OLESEC6001,Y
OLESEC10159,OLESEC10159,OLE10024,OLESEC6002,Y
OLESEC10160,OLESEC10160,OLE10024,OLESEC6003,Y
OLE81000,OLE81000,63,OLE130,Y
OLE110000,OLE110000,OLE10003,OLE1500,Y
OLE10400,OLE10400,OLE10030,OLE103,Y
OLE10403,OLE10403,OLE10032,OLE98,Y
OLE10404,OLE10404,OLE10032,OLE103,Y
OLE10407,OLE10407,OLE10033,OLE98,Y
OLE10408,OLE10408,OLE10033,OLE103,Y
OLE10411,OLE10411,OLE10034,OLE98,Y
OLE10412,OLE10412,OLE10034,OLE103,Y
OLE10415,OLE10415,OLE10028,OLE10042,Y
OLE10416,OLE10416,OLE10028,OLE10043,Y
OLE10417,OLE10417,OLE10028,OLE80141,Y
OLE10418,OLE10418,OLE10028,OLE80142,Y
OLE10419,OLE10419,OLE10029,OLE10042,Y
